date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:15:28	744589/744589	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb569-b5c8d%22	https://agileui.com/demo/monarch/image-resources/blurred-bg/blurred-bg-15.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/blurred-bg/blurred-bg-15.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:28	558091/558091	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb567-8840b%22	https://agileui.com/demo/monarch/image-resources/blurred-bg/blurred-bg-11.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/blurred-bg/blurred-bg-11.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:28	610211/610211	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb56a-94fa3%22	https://agileui.com/demo/monarch/image-resources/blurred-bg/blurred-bg-14.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/blurred-bg/blurred-bg-14.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:28	66579/66579	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb56a-10413%22	https://agileui.com/demo/monarch/image-resources/blurred-bg/blurred-bg-16.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/blurred-bg/blurred-bg-16.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:29	176963/176963	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb59a-2b343%22	https://agileui.com/demo/monarch/image-resources/poly-bg/poly-bg-1.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/poly-bg/poly-bg-1.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:29	156811/156811	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb59b-2648b%22	https://agileui.com/demo/monarch/image-resources/poly-bg/poly-bg-3.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/poly-bg/poly-bg-3.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:29	172931/172931	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb59b-2a383%22	https://agileui.com/demo/monarch/image-resources/poly-bg/poly-bg-2.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/poly-bg/poly-bg-2.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:29	180730/180730	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb59c-2c1fa%22	https://agileui.com/demo/monarch/image-resources/poly-bg/poly-bg-4.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/poly-bg/poly-bg-4.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:30	131036/131036	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb59d-1ffdc%22	https://agileui.com/demo/monarch/image-resources/poly-bg/poly-bg-6.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/poly-bg/poly-bg-6.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:30	193784/193784	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb59c-2f4f8%22	https://agileui.com/demo/monarch/image-resources/poly-bg/poly-bg-5.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/poly-bg/poly-bg-5.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:30	125754/125754	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb59d-1eb3a%22	https://agileui.com/demo/monarch/image-resources/poly-bg/poly-bg-7.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/poly-bg/poly-bg-7.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:30	110177/110177	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb59d-1ae61%22	https://agileui.com/demo/monarch/image-resources/poly-bg/poly-bg-8.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/poly-bg/poly-bg-8.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:30	113286/113286	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb59e-1ba86%22	https://agileui.com/demo/monarch/image-resources/poly-bg/poly-bg-9.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/poly-bg/poly-bg-9.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:31	125012/125012	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb59a-1e854%22	https://agileui.com/demo/monarch/image-resources/poly-bg/poly-bg-10.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/poly-bg/poly-bg-10.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:32	997740/997740	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb574-f396c%22	https://agileui.com/demo/monarch/image-resources/blurred-img/blurred-img-1.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/blurred-img/blurred-img-1.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:36	1157342/1157342	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb573-11a8de%22	https://agileui.com/demo/monarch/image-resources/blurred-img/blurred-img-2.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/blurred-img/blurred-img-2.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:36	1027428/1027428	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb574-fad64%22	https://agileui.com/demo/monarch/image-resources/blurred-img/blurred-img-3.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/blurred-img/blurred-img-3.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:36	1097509/1097509	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb577-10bf25%22	https://agileui.com/demo/monarch/image-resources/blurred-img/blurred-img-4.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/blurred-img/blurred-img-4.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:36	1230262/1230262	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb576-12c5b6%22	https://agileui.com/demo/monarch/image-resources/blurred-img/blurred-img-5.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/blurred-img/blurred-img-5.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:37	151581/151581	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb580-2501d%22	https://agileui.com/demo/monarch/image-resources/full-bg/full-bg-2.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/full-bg/full-bg-2.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:38	842564/842564	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb581-cdb44%22	https://agileui.com/demo/monarch/image-resources/full-bg/full-bg-3.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/full-bg/full-bg-3.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:40	470130/470130	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb582-72c72%22	https://agileui.com/demo/monarch/image-resources/full-bg/full-bg-5.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/full-bg/full-bg-5.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:40	309692/309692	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb584-4b9bc%22	https://agileui.com/demo/monarch/image-resources/full-bg/full-bg-6.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/full-bg/full-bg-6.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:40	765104/765104	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb581-bacb0%22	https://agileui.com/demo/monarch/image-resources/full-bg/full-bg-4.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/full-bg/full-bg-4.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:40	1242467/1242467	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb57f-12f563%22	https://agileui.com/demo/monarch/image-resources/full-bg/full-bg-1.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/full-bg/full-bg-1.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:41	366114/366114	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb585-59622%22	https://agileui.com/demo/monarch/image-resources/full-bg/full-bg-9.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/full-bg/full-bg-9.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:41	649775/649775	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb583-9ea2f%22	https://agileui.com/demo/monarch/image-resources/full-bg/full-bg-7.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/full-bg/full-bg-7.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:43	401281/401281	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb57b-61f81%22	https://agileui.com/demo/monarch/image-resources/full-bg/full-bg-10.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/full-bg/full-bg-10.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:43	299896/299896	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb57d-49378%22	https://agileui.com/demo/monarch/image-resources/full-bg/full-bg-12.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/full-bg/full-bg-12.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:43	876661/876661	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb584-d6075%22	https://agileui.com/demo/monarch/image-resources/full-bg/full-bg-8.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/full-bg/full-bg-8.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:43	1310400/1310400	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb57c-13fec0%22	https://agileui.com/demo/monarch/image-resources/full-bg/full-bg-11.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/full-bg/full-bg-11.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:43	4004/4004	---M--	200	added ('OK')	image/png	etag:%2256ddb58e-fa4%22	https://agileui.com/demo/monarch/image-resources/pattern-bg/pattern-bg-1.png	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/pattern-bg/pattern-bg-1.png	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:44	4313/4313	---M--	200	added ('OK')	image/png	etag:%2256ddb58f-10d9%22	https://agileui.com/demo/monarch/image-resources/pattern-bg/pattern-bg-2.png	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/pattern-bg/pattern-bg-2.png	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:44	12047/12047	---M--	200	added ('OK')	image/png	etag:%2256ddb58f-2f0f%22	https://agileui.com/demo/monarch/image-resources/pattern-bg/pattern-bg-3.png	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/pattern-bg/pattern-bg-3.png	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:44	602257/602257	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb57e-93091%22	https://agileui.com/demo/monarch/image-resources/full-bg/full-bg-13.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/full-bg/full-bg-13.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:44	454649/454649	---M--	200	added ('OK')	image/jpeg	etag:%2256ddb57f-6eff9%22	https://agileui.com/demo/monarch/image-resources/full-bg/full-bg-14.jpg	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/full-bg/full-bg-14.jpg	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:44	813/813	---M--	200	added ('OK')	image/png	etag:%2256ddb590-32d%22	https://agileui.com/demo/monarch/image-resources/pattern-bg/pattern-bg-4.png	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/pattern-bg/pattern-bg-4.png	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:44	1892/1892	---M--	200	added ('OK')	image/png	etag:%2256ddb590-764%22	https://agileui.com/demo/monarch/image-resources/pattern-bg/pattern-bg-5.png	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/pattern-bg/pattern-bg-5.png	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:44	85/85	---M--	200	added ('OK')	image/png	etag:%2256ddb590-55%22	https://agileui.com/demo/monarch/image-resources/pattern-bg/pattern-bg-6.png	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/pattern-bg/pattern-bg-6.png	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:45	142/142	---M--	200	added ('OK')	image/png	etag:%2256ddb590-8e%22	https://agileui.com/demo/monarch/image-resources/pattern-bg/pattern-bg-7.png	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/pattern-bg/pattern-bg-7.png	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:45	8802/8802	---M--	200	added ('OK')	image/png	etag:%2256ddb591-2262%22	https://agileui.com/demo/monarch/image-resources/pattern-bg/pattern-bg-8.png	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/pattern-bg/pattern-bg-8.png	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:45	33159/33159	---M--	200	added ('OK')	image/png	etag:%2256ddb591-8187%22	https://agileui.com/demo/monarch/image-resources/pattern-bg/pattern-bg-9.png	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/pattern-bg/pattern-bg-9.png	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:45	9024/9024	---M--	200	added ('OK')	image/png	etag:%2256ddb58e-2340%22	https://agileui.com/demo/monarch/image-resources/pattern-bg/pattern-bg-10.png	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/image-resources/pattern-bg/pattern-bg-10.png	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:46	56006/56006	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2256ddb134-dac6%22	https://agileui.com/demo/monarch/assets-minified/fontawesome-webfont.eot?v=4.0.3	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/assets-minified/fontawesome-webfontba72.eot	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
18:15:46	56006/56006	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2256ddb134-dac6%22	https://agileui.com/demo/monarch/assets-minified/fontawesome-webfont.eot?	C:/Users/Luis%20Puc/Desktop/Prueba/PaginaWeb/agileui.com/demo/monarch/assets-minified/fontawesome-webfontd41d.eot	(from https://agileui.com/demo/monarch/assets-minified/admin-all-demo.css)
